idinteraccion,idorigen,tipoorigen,iddestino,tipodestino,tipointeraccion,valorinteraccion,idprecedente,idcurso,fecha,plataforma
1333,280,alumno,542,alumno,reaccion,me_entristece,1263,5,2013-05-16 06:20:48.821,facebook
1334,35,alumno,452,alumno,reaccion,me_encanta,1254,5,2013-05-13 23:01:44.907,facebook
1335,58,alumno,-1,null,publicacion,Fuga id sit nihil aut odit quibusdam et et recusandae voluptate qui dolorum dicta qui porro quos sed dolor dolor ex.,-1,5,2013-04-01 00:17:11.371,facebook
1336,616,alumno,0,docente,mensaje,Cupiditate tempore maiores at ut rerum quia aliquam voluptas sit eligendi omnis rerum placeat impedit quia.,1264,5,2013-02-10 16:37:14.012,crea
1337,521,alumno,53,alumno,reaccion,me_enoja,1301,5,2013-02-11 06:59:58.86,facebook
1338,53,alumno,14,alumno,mensaje,Ipsam non quia repellat architecto voluptatem corporis odit dolore numquam sunt distinctio aut ipsum dolores molestiae dolor labore aliquam asperiores reprehenderit.,1300,5,2013-02-19 04:58:38.771,crea
1339,53,alumno,143,material,consulta,null,-1,5,2013-05-07 13:29:16.715,facebook
1340,521,alumno,-1,null,publicacion,Cum nihil veniam ullam enim et velit enim est aut quia voluptas vel ipsam ut molestias soluta odio iste.,-1,5,2013-03-02 07:46:05.797,facebook
1341,0,docente,-1,null,publicacion,Odit et qui dicta in sed et cumque minus earum voluptatum temporibus et qui quaerat culpa et aut quia beatae velit.,-1,5,2013-05-15 12:54:22.08,facebook
1342,14,alumno,496,alumno,mensaje,Numquam vero qui sint veniam in odio quam quisquam ipsum ut eum tempore molestiae impedit fugit qui.,-1,5,2013-02-05 22:35:45.487,crea
1343,35,alumno,184,alumno,mencion,@vel,1270,5,2013-03-13 22:23:21.649,facebook
1344,521,alumno,548,alumno,mencion,@aut,1324,5,2013-05-21 16:31:12.157,facebook
1345,362,alumno,154,material,consulta,null,-1,5,2013-02-12 12:07:09.18,crea
1346,53,alumno,346,alumno,comentario,Voluptatem vel autem sapiente aspernatur aspernatur inventore harum explicabo nihil dolorem facilis deserunt nesciunt molestias.,1313,5,2013-03-17 14:10:16.002,crea
1347,0,docente,-1,null,publicacion,Nisi eligendi perferendis nulla aut quo id aut quis et labore illo non distinctio rem commodi expedita est veniam.,-1,5,2013-04-18 07:45:48.748,crea
1348,171,alumno,53,alumno,reaccion,me_encanta,1346,5,2013-02-18 12:36:16.217,facebook
1349,553,alumno,-1,null,publicacion,Quia et dolores sint optio a porro sed natus eum ducimus dolores id dolor enim sunt architecto similique dolores.,-1,5,2013-05-21 01:49:57.84,facebook
1350,521,alumno,0,docente,comentario,Id error omnis dolores ullam sit et voluptatum et omnis rerum eum est.,1304,5,2013-04-15 14:28:45.599,facebook
1351,362,alumno,-1,null,publicacion,Est consequatur et natus ratione voluptas veniam et ad fugit et laboriosam magni id autem ipsum nobis praesentium repellat et.,-1,5,2013-03-25 00:05:59.564,crea
1352,542,alumno,0,docente,mensaje,Facilis quod officia sit saepe incidunt voluptas eveniet provident voluptatem modi possimus suscipit consequatur omnis ipsum odio sint sunt qui vitae.,-1,5,2013-05-09 09:50:35.081,crea
1353,548,alumno,255,alumno,mencion,@tempora,1285,5,2013-02-26 07:55:49.746,facebook
1354,486,alumno,59,alumno,mencion,@quae,1253,5,2013-01-20 09:44:04.694,facebook
1355,35,alumno,161,material,consulta,null,-1,5,2013-04-02 08:54:15.313,crea
1356,35,alumno,-1,null,publicacion,Et aliquam odit consectetur ipsa esse sit voluptatum voluptas et deleniti quia numquam aperiam amet occaecati reprehenderit et et voluptatem.,-1,5,2013-04-13 06:26:20.411,facebook
1357,0,docente,521,alumno,mencion,@modi,1344,5,2013-04-14 23:50:49.066,facebook
1358,35,alumno,0,docente,mensaje,Fugiat dolores molestias culpa ullam soluta voluptates est qui animi mollitia ipsam commodi ipsa minima iusto praesentium laboriosam.,-1,5,2013-01-16 00:36:14.896,crea
1359,53,alumno,-1,null,publicacion,Itaque voluptas minima ipsum aut alias eum nihil nostrum aut earum quibusdam harum qui ad culpa qui et perferendis explicabo quidem.,-1,5,2013-02-16 22:56:25.741,crea
1360,362,alumno,154,material,consulta,null,-1,5,2013-05-01 02:45:04.462,facebook
1361,53,alumno,152,material,consulta,null,-1,5,2013-02-07 17:04:43.144,facebook
1362,184,alumno,84,alumno,reaccion,me_entristece,1326,5,2013-05-18 12:08:28.19,facebook
1363,184,alumno,-1,null,publicacion,Libero reiciendis tenetur quidem id eius aut nisi facere expedita ea quo officia qui non et.,-1,5,2013-05-27 01:49:18.903,facebook
1364,14,alumno,513,alumno,mensaje,Velit quasi tempore mollitia facilis sunt quae provident praesentium in rerum vitae architecto saepe iure voluptate sapiente neque voluptas.,1287,5,2013-03-03 22:30:01.811,crea
1365,255,alumno,0,docente,reaccion,me_enoja,1260,5,2013-01-29 18:23:26.107,facebook
1366,616,alumno,161,material,consulta,null,-1,5,2013-03-21 10:27:07.263,facebook
1367,280,alumno,362,alumno,comentario,Et quaerat qui harum fugit facilis soluta at voluptates perspiciatis tempora.,1256,5,2013-01-24 15:50:04.861,facebook
1368,496,alumno,486,alumno,mencion,@quam,1330,5,2013-02-08 03:04:14.503,facebook
1369,488,alumno,157,material,consulta,null,-1,5,2013-02-23 05:26:16.461,facebook
1370,0,docente,0,docente,comentario,A est asperiores ad tempore et a quaerat maxime quia enim eos minima ex.,1269,5,2013-05-26 09:11:25.039,facebook
1371,616,alumno,513,alumno,mensaje,Excepturi quam omnis dignissimos aut suscipit doloremque consectetur architecto consequuntur cupiditate ut voluptates qui quia ut.,1287,5,2013-04-20 13:53:48.117,crea
1372,521,alumno,0,docente,mencion,@quam,1370,5,2013-03-25 23:26:57.291,facebook
1373,0,docente,521,alumno,comentario,Nostrum quam libero eos voluptatibus tempora esse necessitatibus sequi consequatur hic aliquam delectus reprehenderit id.,1337,5,2013-04-06 00:39:19.212,facebook
1374,0,docente,452,alumno,mencion,@nostrum,1306,5,2013-03-11 09:01:19.395,facebook
1375,184,alumno,-1,null,publicacion,Dolor vitae rerum veniam accusantium consectetur ex velit vel itaque aliquid voluptate quibusdam id nisi nam quidem dolores dolorum autem commodi.,-1,5,2013-04-11 09:29:35.481,facebook
1376,553,alumno,0,docente,mencion,@sit,1374,5,2013-03-23 04:06:22.328,facebook
1377,280,alumno,393,alumno,comentario,Qui molestiae possimus et possimus dicta cupiditate tenetur perspiciatis veniam illum quidem nulla qui voluptas quis.,1281,5,2013-04-17 22:11:13.983,crea
1378,0,docente,58,alumno,mencion,@reiciendis,1335,5,2013-02-16 19:58:40.508,facebook
1379,488,alumno,161,material,consulta,null,-1,5,2013-05-15 01:27:21.256,facebook
1380,553,alumno,141,material,consulta,null,-1,5,2013-01-18 00:01:19.43,facebook
1381,184,alumno,161,material,consulta,null,-1,5,2013-04-08 19:54:46.052,facebook
1382,0,docente,53,alumno,reaccion,me_enoja,1284,5,2013-03-20 02:52:49.277,facebook
1383,343,alumno,35,alumno,mencion,@nesciunt,1283,5,2013-03-14 14:52:56.996,facebook
1384,0,docente,280,alumno,reaccion,me_encanta,1367,5,2013-04-25 13:53:40.69,facebook
1385,53,alumno,53,alumno,comentario,Ipsam culpa nesciunt est perspiciatis ut ut quia reiciendis aut at repudiandae omnis est excepturi.,1301,5,2013-05-31 22:52:26.171,crea
1386,616,alumno,548,alumno,comentario,Occaecati odit sequi animi repudiandae aut et cum tempore pariatur asperiores eius consequatur aut esse modi.,1353,5,2013-05-26 19:57:20.223,facebook
1387,280,alumno,59,alumno,mensaje,Molestiae deleniti earum consequatur adipisci doloribus adipisci rerum dignissimos magni assumenda omnis ipsum sed et rerum voluptas illo qui.,1295,5,2013-02-19 13:16:02.82,crea
1388,548,alumno,553,alumno,mencion,@natus,1349,5,2013-02-21 15:47:05.661,facebook
1389,616,alumno,548,alumno,mencion,@eligendi,1353,5,2013-02-11 21:09:07.386,facebook
1390,53,alumno,35,alumno,mensaje,Et aut earum sequi voluptatem non qui et et natus aut tenetur sapiente rerum voluptas quia iure reprehenderit omnis.,1300,5,2013-01-19 23:43:28.169,crea
1391,59,alumno,553,alumno,mencion,@aut,1349,5,2013-02-15 12:58:38.717,facebook
1392,553,alumno,0,docente,mensaje,Consequatur a recusandae minus inventore vitae in neque aut quasi animi maiores delectus quos iste similique soluta vitae dolore laudantium porro.,-1,5,2013-05-31 20:29:48.633,crea
1393,548,alumno,513,alumno,mensaje,Soluta est minima labore cum ipsa praesentium ut quisquam autem veniam ullam dolores est vel voluptas et est autem maiores est.,1292,5,2013-03-14 17:55:19.453,crea
1394,616,alumno,-1,null,publicacion,A dolor occaecati veritatis optio tenetur laborum beatae a possimus eligendi debitis quia esse quibusdam corporis quisquam esse.,-1,5,2013-02-09 02:32:17.262,crea
1395,343,alumno,553,alumno,mensaje,Inventore animi sint eum impedit ipsam optio repellat dignissimos qui repellendus sed dolores ut quasi aut assumenda est aut qui aut.,-1,5,2013-04-28 21:48:55.75,crea
1396,548,alumno,141,material,consulta,null,-1,5,2013-03-26 12:39:26.457,crea
1397,171,alumno,84,alumno,mencion,@veritatis,1326,5,2013-04-15 03:23:25.142,facebook
1398,542,alumno,138,material,consulta,null,-1,5,2013-03-17 04:29:50.163,crea
1399,496,alumno,553,alumno,mensaje,Voluptas laborum eaque et placeat non totam alias in voluptatum veritatis ad natus minus velit perspiciatis voluptate optio consequatur non.,1309,5,2013-05-22 14:12:50.021,crea
1400,171,alumno,0,docente,mensaje,Odio minus delectus ex soluta unde rerum modi assumenda praesentium et dolor temporibus autem et corporis qui excepturi enim error aut.,1387,5,2013-03-16 13:41:45.639,crea
1401,513,alumno,142,material,consulta,null,-1,5,2013-05-13 04:06:37.864,facebook
1402,171,alumno,362,alumno,mencion,@quisquam,1256,5,2013-02-22 17:12:19.817,facebook
1403,84,alumno,140,material,consulta,null,-1,5,2013-04-14 10:22:29.176,facebook
1404,486,alumno,-1,null,publicacion,Enim qui sunt corrupti occaecati magni et optio expedita sunt quis cumque et sapiente magni quae facere voluptatem quaerat.,-1,5,2013-05-13 13:00:26.642,facebook
1405,548,alumno,362,alumno,mencion,@unde,1351,5,2013-03-03 16:38:42.232,facebook
1406,343,alumno,280,alumno,mensaje,In fugiat omnis velit saepe quia omnis unde minus voluptatem omnis facilis quos ex sit possimus est non officiis.,1392,5,2013-03-06 14:21:09.362,crea
1407,553,alumno,-1,null,publicacion,Saepe sit a est ea ut tempora accusamus vero vel placeat corrupti aut asperiores fuga ipsam dolores nostrum consectetur rem.,-1,5,2013-03-02 05:08:00.994,crea
1408,496,alumno,144,material,consulta,null,-1,5,2013-01-16 15:10:54.196,facebook
1409,59,alumno,150,material,consulta,null,-1,5,2013-03-02 23:57:04.781,facebook
1410,616,alumno,160,material,consulta,null,-1,5,2013-02-13 04:26:16.629,facebook
1411,393,alumno,-1,null,publicacion,Quos fugit illo magnam laborum cum est voluptatem laudantium libero explicabo laborum sit et molestiae dolores.,-1,5,2013-02-27 07:17:14.536,facebook
1412,513,alumno,14,alumno,mensaje,Laudantium necessitatibus inventore sed quod dignissimos voluptatibus qui placeat sunt maiores minima necessitatibus repellendus quo in vero pariatur fugiat.,1309,5,2013-02-23 06:44:52.247,crea
1413,155,alumno,362,alumno,reaccion,me_gusta,1351,5,2013-03-10 20:04:19.939,facebook
1414,343,alumno,160,material,consulta,null,-1,5,2013-02-14 07:08:15.114,crea
1415,616,alumno,393,alumno,comentario,Ipsum voluptatem in quia qui quod minima suscipit quas ex voluptatem nihil sequi.,1286,5,2013-01-20 20:08:36.482,facebook
1416,0,docente,0,docente,mencion,@ad,1373,5,2013-03-12 18:15:48.889,facebook
1417,343,alumno,452,alumno,mencion,@dignissimos,1254,5,2013-02-23 05:04:03.589,facebook
1418,255,alumno,-1,null,publicacion,Quaerat repellendus praesentium ipsa aspernatur alias et assumenda nemo ut nihil non rem ad non aliquam eius et.,-1,5,2013-03-22 00:37:54.801,crea
1419,59,alumno,140,material,consulta,null,-1,5,2013-02-12 07:27:48.611,crea
1420,255,alumno,-1,null,publicacion,Velit placeat odit qui suscipit expedita est id voluptas ut ut deleniti tempore id officia in repellendus aut temporibus.,-1,5,2013-04-28 05:13:06.592,crea
1421,486,alumno,141,material,consulta,null,-1,5,2013-01-22 23:49:03.546,crea
1422,343,alumno,616,alumno,mencion,@adipisci,1386,5,2013-02-06 17:35:16.228,facebook
1423,346,alumno,0,docente,reaccion,me_encanta,1341,5,2013-04-23 20:57:22.226,facebook
1424,162,alumno,280,alumno,comentario,Quidem sed ex enim vel corporis eum consequatur et quisquam sunt consequatur sit.,1299,5,2013-02-16 18:17:35.219,facebook
1425,184,alumno,553,alumno,comentario,Magnam voluptate est ad esse qui quo pariatur ipsam autem eius libero id neque omnis quos.,1407,5,2013-04-20 03:25:07.613,crea
1426,155,alumno,280,alumno,mencion,@dolores,1367,5,2013-02-25 17:00:37.755,facebook
1427,59,alumno,-1,null,publicacion,Doloribus ipsa autem recusandae laborum eos enim autem quisquam aut nesciunt eaque libero ullam nisi reprehenderit et.,-1,5,2013-02-22 23:48:17.496,crea
1428,346,alumno,184,alumno,comentario,Quam sint recusandae id qui mollitia modi officiis ullam minima eligendi.,1363,5,2013-01-25 23:24:23.655,facebook
1429,343,alumno,452,alumno,mensaje,Repellat sed qui expedita enim impedit sit architecto quia occaecati et placeat vel incidunt dolor aut repellendus.,-1,5,2013-02-16 04:54:21.872,crea
1430,616,alumno,138,material,consulta,null,-1,5,2013-03-11 08:38:17.861,crea
1431,59,alumno,393,alumno,mencion,@incidunt,1281,5,2013-03-30 13:39:08.111,facebook
1432,486,alumno,488,alumno,mensaje,Voluptatem commodi amet nihil quod commodi eos eaque harum hic deserunt omnis esse nihil iusto commodi architecto ut qui qui deleniti.,1412,5,2013-04-18 03:13:08.117,crea
1433,480,alumno,280,alumno,comentario,Consequuntur corrupti fugit non modi laboriosam neque accusantium non quam et asperiores hic quisquam.,1367,5,2013-05-06 09:23:56.22,facebook
1434,35,alumno,513,alumno,mensaje,Nesciunt et ad et occaecati voluptas eum ut et sed quia voluptatibus iure nostrum nobis qui quidem omnis.,-1,5,2013-05-02 20:02:05.937,crea
1435,553,alumno,280,alumno,reaccion,me_entristece,1367,5,2013-04-22 22:50:38.066,facebook
1436,0,docente,616,alumno,mencion,@sequi,1394,5,2013-02-28 11:54:00.836,facebook
1437,346,alumno,480,alumno,reaccion,me_gusta,1258,5,2013-03-03 22:55:33.088,facebook
1438,346,alumno,0,docente,mensaje,Et distinctio dolores quisquam et nemo minima qui minus aut omnis labore est quis omnis exercitationem sint quia vel.,-1,5,2013-04-02 07:00:44.925,crea
1439,184,alumno,-1,null,publicacion,Natus quae consequatur ut officia aliquam esse eaque ullam aut cumque delectus molestiae voluptatem aspernatur et est voluptates rerum.,-1,5,2013-04-19 09:04:43.711,crea
1440,184,alumno,155,alumno,mensaje,Nisi maiores dolorum ratione praesentium ex dolorem ut excepturi sit explicabo asperiores aut qui in est quisquam et modi molestiae.,1287,5,2013-03-02 09:11:26.766,crea
1441,480,alumno,496,alumno,mensaje,Aut non voluptas nam delectus dolor repudiandae distinctio est exercitationem et id quidem odit doloribus nihil sint.,1406,5,2013-04-26 15:31:09.667,crea
1442,393,alumno,0,docente,reaccion,me_gusta,1436,5,2013-05-12 05:15:51.622,facebook
1443,616,alumno,521,alumno,mencion,@ut,1298,5,2013-04-26 12:58:49.638,facebook
1444,84,alumno,171,alumno,mensaje,Ut consequatur odio assumenda reiciendis ut quisquam voluptas aut deleniti voluptatem enim aspernatur non labore.,-1,5,2013-05-05 15:26:25.02,crea
1445,616,alumno,480,alumno,mencion,@incidunt,1331,5,2013-03-28 10:47:30.196,facebook
1446,14,alumno,496,alumno,mensaje,Voluptatem aspernatur maxime aut qui vel necessitatibus ut pariatur architecto hic ea modi nam repellat vitae optio dignissimos earum ea.,1395,5,2013-04-13 20:40:02.5,crea
1447,14,alumno,362,alumno,comentario,Sit consequatur eius non qui aspernatur sequi adipisci voluptate consequatur magni ducimus quo atque.,1293,5,2013-03-26 03:05:51.245,facebook
1448,184,alumno,84,alumno,comentario,Eius iusto molestiae ad facilis quasi vitae sapiente molestias sit veniam et.,1288,5,2013-01-17 01:47:18.469,crea
1449,58,alumno,0,docente,reaccion,me_divierte,1303,5,2013-02-11 02:17:17.534,facebook
1450,616,alumno,542,alumno,mensaje,Voluptatibus corrupti consectetur impedit iure voluptatem iste non qui perspiciatis et sequi fuga ut rerum.,-1,5,2013-03-22 01:02:05.267,crea
1451,553,alumno,346,alumno,mencion,@eius,1428,5,2013-05-09 02:44:26.575,facebook
1452,84,alumno,480,alumno,mencion,@consequatur,1433,5,2013-04-27 02:21:46.902,facebook
1453,59,alumno,162,alumno,mensaje,Aut repellat ut et voluptatem illum error quasi sapiente aut est corrupti eos et dolorum.,1450,5,2013-01-29 12:31:18.716,crea
1454,84,alumno,486,alumno,mensaje,Delectus qui eligendi aperiam dolorem qui temporibus animi reiciendis ipsa nesciunt sequi nulla quia ut nisi et quos voluptatem.,1295,5,2013-03-16 03:39:33.188,crea
1455,0,docente,84,alumno,comentario,Id aspernatur eum sequi numquam et libero et illum doloribus ducimus reiciendis.,1288,5,2013-02-19 01:20:23.06,facebook
1456,255,alumno,343,alumno,reaccion,me_encanta,1417,5,2013-02-19 20:39:09.837,facebook
1457,496,alumno,155,material,consulta,null,-1,5,2013-05-15 19:51:04.669,facebook
1458,35,alumno,513,alumno,mensaje,Perspiciatis quae minima inventore error vel distinctio esse veritatis nisi nam ipsam iste unde totam rerum similique maiores.,1393,5,2013-05-30 10:11:31.866,crea
1459,513,alumno,155,alumno,comentario,Sunt nisi deserunt sit pariatur possimus id ea aut et.,1318,5,2013-02-07 15:33:22.303,facebook
1460,452,alumno,452,alumno,mencion,@voluptate,1254,5,2013-05-02 02:13:37.647,facebook
1461,59,alumno,521,alumno,mencion,@consequatur,1337,5,2013-04-05 18:59:18.985,facebook
1462,542,alumno,155,material,consulta,null,-1,5,2013-02-08 15:04:01.181,crea
1463,0,docente,553,alumno,mencion,@quis,1407,5,2013-04-23 23:52:45.977,facebook
1464,0,docente,513,alumno,mensaje,Sunt et accusamus sunt nihil quae architecto ut ea maiores dolorem optio molestiae sequi aut reprehenderit aut.,1393,5,2013-05-24 20:57:17.837,crea
1465,553,alumno,161,material,consulta,null,-1,5,2013-01-23 11:03:40.709,crea
1466,452,alumno,488,alumno,comentario,Illum ad sint saepe esse accusamus qui pariatur dolorem esse nihil suscipit ex a.,1296,5,2013-05-17 18:38:34.534,facebook
1467,616,alumno,393,alumno,comentario,Consequatur sit dolore praesentium sunt vero mollitia tenetur reprehenderit debitis velit accusantium aut autem.,1411,5,2013-05-13 04:04:32.493,facebook
1468,488,alumno,-1,null,publicacion,Perferendis impedit consectetur voluptates maiores blanditiis quis voluptatibus et enim et illum dolore molestiae eos incidunt explicabo ea et cumque molestiae.,-1,5,2013-03-22 01:59:39.948,facebook
1469,0,docente,-1,null,publicacion,Nihil et ut autem ratione facilis voluptate possimus atque aut soluta quia deleniti consequuntur commodi totam possimus nostrum.,-1,5,2013-05-29 00:27:06.892,facebook
